Name,Curators Note,Dietary Preference,Link,Must Try,Recommended Time,Tags,Ticket Price,Timings,Trivia
"Kukkeralli Lake ","Do not miss sunset here. It’s such a good walk. You can sit by the lake and watch the ducks during sunset. ",,"https://www.google.com/maps/place/Kukkarahalli+Lake/@12.3109722,76.6274106,16.32z/data=!4m7!3m6!1s0x3baf7aa2faa5063f:0x59b6f33a0730ea4e!4b1!8m2!3d12.3103953!4d76.6304409!16zL20vMDRtNzJ2?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,Best sunset spot in the city.,Around the city,,6 am - 6 pm,"Kukkarahalli Lake was created in 1864 by Mummadi Krishnaraja Wodeyar of the Mysore dynasty to provide irrigation water for about 10,000 acres of land outside the city.  The lake served as a water source for the Mysore Sandalwood Oil Factory until 1950. 

The lake became a beloved muse for literary giants, most notably Jnanpith Award-winning poet laureate Kuvempu (K.V. Puttappa), who studied at Mysore University in the 1920s, taught there for nearly three decades, and served as Vice-Chancellor from 1956 to 1960. The sunset over Kukkarahalli Lake inspired Kuvempu to write his celebrated poem ""Kukkarahalli Kereya Mele"" (Above Kukkarahalli Lake), and he would frequent the lake on daily walks, affectionately calling it ""swarna sarovara"" - the golden lake - referring to the golden hues of sunset over its waters. The lake also inspired celebrated author R.K. Narayan who wrote about it in his autobiography ""My Days,"" along with other prominent writers like S.L. Bhyrappa who referenced it in his novel Vamshavriksha, G.S. Shivarudrappa, Gopalakrishna Adiga, T.S. Venkannaiah, and A.N. Murthy Rao.

The lake's campus harbors 432 species of plants across 85 families and features two century-old heritage trees—a Ficus religiosa and a Tamarindus indica—officially declared heritage trees by the Committee for Protection of Heritage Trees of Mysore. BirdLife International included it in Karnataka's 38 Important Bird Areas, once hosting 10,000-15,000 migratory birds from as far as Siberia during winter, with the Mysore Amateur Naturalists (MAN) Association organizing regular bird-watching expeditions. The lake recorded 176-180 bird species including spot-billed pelicans, little cormorants, painted storks, openbill storks, Eurasian spoonbills, black-crowned night herons, and Oriental darters. "
"Giribetta Lake ","Lovely place to walk among the fields and catch the sunset. I usually go kayaking at the Varuna Lake nearby and then stop here to catch the sunset. ",,"https://www.google.com/maps/place/Giribetta+Lake/@12.2594501,76.7702059,17z/data=!3m1!4b1!4m6!3m5!1s0x3baf6daec0559975:0xaab8bb452e30becf!8m2!3d12.2594449!4d76.7727808!16s%2Fg%2F11c2lq8503?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,"Sunset ","Around the city, View points",,,
Sagarakatte View Point,"Local favorite. Love going here. There are train tracks on the backwaters, its lovely the trains pass by during sunset. ",,"https://www.google.com/maps/place/Sagarakatte-Mulepetlu+KRS+backwaters/@12.4224599,76.4579125,14.65z/data=!4m15!1m8!3m7!1s0x3baf7f0be4b7ea1d:0x1922b56dacee858!2sMeenakshipura,+Cholenahalli,+Karnataka!3b1!8m2!3d12.4323099!4d76.5054652!16s%2Fg%2F1s04gpqd7!3m5!1s0x3baf7f431b1efa93:0x1af1d7f12a7cc60b!8m2!3d12.4281659!4d76.4612516!16s%2Fg%2F11qr0wcgjh?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,"Sunset ","Around the city, View points",,,
"Meenakshipura View point ","Another local favorite. Lovey spot. ",,"https://www.google.com/maps/place/KRS+Backwaters,+Meenakshipura/@12.4374084,76.4954171,14.92z/data=!4m15!1m8!3m7!1s0x3baf7f0be4b7ea1d:0x1922b56dacee858!2sMeenakshipura,+Cholenahalli,+Karnataka!3b1!8m2!3d12.4323099!4d76.5054652!16s%2Fg%2F1s04gpqd7!3m5!1s0x3baf7f731bdf9e97:0xe54795e8fdd7305e!8m2!3d12.4427416!4d76.5107851!16s%2Fg%2F11gfjbmn1r?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,Sunset,"Around the city, View points",,,
By the blues,,,"https://www.google.com/maps/place/By+the+blues/@12.4381432,76.5117247,16z/data=!4m9!3m8!1s0x3baf7f0143dc2feb:0x8f06c832f2cb0db3!5m2!4m1!1i2!8m2!3d12.4383013!4d76.5117554!16s%2Fg%2F11yj_y_8g7?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=3032e4ac-eda1-4b2c-a36e-c7aabc4164a4",,,Stays,,,
" Kodibayi Katte View Point ","So pretty. When the river fills and they open up the KRS dam gates to let out the water, the whole place fills up. Lots of snakes here. The drive to this place is the most beautiful. You have to go through paddy fields and its o prettyyyyyy. ",,"https://www.google.com/maps/place/Kodibayi+Katte/@12.4270533,76.586155,14z/data=!4m6!3m5!1s0x3baf794589209321:0xd3a1daae623d5d93!8m2!3d12.4247226!4d76.5956573!16s%2Fg%2F11h88_vjjz?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=cbe9afcf-2798-4382-9b3f-88835dbfeeb9",,"Sunset ","Around the city, View points",,,
"Yedimuri falls ","Will get crowded during summer holidays. ",,"https://www.google.com/maps/place/Yedamuri+Falls/@12.4160122,76.5822578,14z/data=!4m6!3m5!1s0x3baf79378eac2e29:0x7c25887999f69c6a!8m2!3d12.4160122!4d76.5939261!16s%2Fg%2F11p0grg0vw?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,"Evenings for a dip. ","Around the city, View points",,,
Balmuri Falls,"Gets crowded. ",,"https://www.google.com/maps/place/Balamuri+Falls+%E0%B2%AC%E0%B2%B2%E0%B2%AE%E0%B3%81%E0%B2%B0%E0%B2%BF+%E0%B2%9C%E0%B2%B2%E0%B2%AA%E0%B2%BE%E0%B2%A4/@12.4187327,76.5910983,14.71z/data=!4m6!3m5!1s0x3baf79afbefb78cf:0x72771ca253ba236a!8m2!3d12.4136785!4d76.6053077!16s%2Fg%2F1tf7f3bm?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=45f9a779-c5d7-464a-9c84-b0b256370c2c",,"Evenings. ","Around the city, View points",,,
"Karekura Kaveri Riverside ","Good place for a picnic and dip. ",,"https://www.google.com/maps/place/marianna+land/@12.4176516,76.623548,17z/data=!4m14!1m7!3m6!1s0x3baf790047b5e26d:0x863ac6d6f3108e2c!2sKAREKURA+KAVERI+RIVERSIDE!8m2!3d12.4178707!4d76.623823!16s%2Fg%2F11yp_xyc3y!3m5!1s0x3baf79488abb23bd:0x431b8a8010610090!8m2!3d12.4176516!4d76.623548!16s%2Fg%2F11rg9v2z6x?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,"Evenings. ","Around the city, View points",,,
Atmaveda Riverside Retreat,,,"https://www.google.com/maps/place/Atmaveda+Riverside+Retreat/@12.4259442,76.6612649,15z/data=!4m9!3m8!1s0x3baf77a0525e1457:0x2f677c5bd7f4cf20!5m2!4m1!1i2!8m2!3d12.4259442!4d76.6667844!16s%2Fg%2F11flzq91lh?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=0a0c5ab1-ff6e-4c87-96a9-8c7460a557b7",,,Stays,,,
Colonel Bailey's Dungeon,"Kinda good looking for a prison. Good location for a creepy photoshoot. ",,"https://www.google.com/maps/place/Colonel+Bailey's+Dungeon/@12.4279053,76.6748339,17z/data=!4m6!3m5!1s0x3baf76f1cbb5ca7b:0x8acad8fac120c6ee!8m2!3d12.4267129!4d76.6787189!16s%2Fg%2F1x6q068s?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Around the city,,,"Colonel Bailey's Dungeon is a grim underground prison built in the 18th century during Tipu Sultan's reign, located in the northern part of Srirangapatna Fort near the Sultan Bateri bastion and the Ranganathaswamy temple. The dungeon measures 30.5 meters by 12.2 meters and is built of brick and lime mortar, featuring a series of symmetrical arches resting on huge pillars that divide the interior into bays - architecturally striking with bulbous arch shapes that integrate with the ceiling, allowing prisoners to stand to full height. It was used by both Hyder Ali and Tipu Sultan between 1761 and 1799 to imprison British officers captured during the Anglo-Mysore Wars, most notably after the devastating Battle of Pollilur in 1780. The dungeon gets its name from Colonel William Bailey (also spelled Baillie), who was captured at Pollilur and died here on November 13, 1782, after enduring several months of brutal conditions - he was the only British officer to die in captivity at this location. During the 1799 siege of Srirangapatna when the British bombarded the fort, a large cannon pierced through the strong roof and fell into the dungeon, creating a hole that's still visible today."
Wellesley's Hale Bridge,Good view when the river fills up.,,"https://www.google.com/maps/place/Wellesley's+Hale+Bridge/@12.4256843,76.689222,17z/data=!4m6!3m5!1s0x3baf77679044f58b:0xd94902b3c54bce6d!8m2!3d12.4256843!4d76.6917969!16s%2Fg%2F11h2cm5sbv?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=f3b52681-490a-4f02-8d43-d09fe02bb63f",,,"Around the city, View points",,,"Wellesley Bridge is an ancient stone bridge built across the northern branch of the Cauvery River in Srirangapatna, constructed between August 1802 and October 1804 at a cost of Rs. 5.5 lakhs (equivalent to around Rs. 5½ lakhs in some records). After Tipu Sultan's death in 1799 during the Fourth Anglo-Mysore War, the Kingdom of Mysore was restored to the Wodeyar dynasty with the young Mummadi Krishnaraja Wodeyar III as ruler, and his Dewan-Regent Purnaiah was directed by the king to build a strong bridge across the Cauvery on priority to open up easy communication to Srirangapatna, which was still the capital before it shifted to Mysore city. The site for the bridge was selected by Arthur Wellesley, 1st Duke of Wellington (the governor of Seringapatam and Mysore who led the British forces against Tipu Sultan in 1799), and the bridge was named after his brother Richard Wellesley, who was the Governor-General of British India at the time - a bilingual inscription in English and Persian on the bridge calls it ""Jisr-i-Wellesley"" and records that it was dedicated to ""Richard Marquess Wellesley K.P. Governor General of India by Krishnaraja Wodeyar Bahadur"" as a token of gratitude for benefits conferred on the people of Mysore. The bridge is an interesting specimen of native architecture built to traditional design, composed of monolithic stone pillars mounted with stone corbels (in two layers) that support four layers of stone girders topped by stone slabs forming the roadway, with some stones featuring beautiful carvings interspersed between plain ones. It has 64 spans of 8 feet each with 512 feet of linear waterway, and in Kannada is called ""Kirangur Sethuve"" (meaning ""the bridge that leads to Kirangur village""). Though rough in construction, this engineering marvel has survived over 200 years of the heaviest floods and heavy traffic, withstanding releases of more than 100,000 cusecs of water from the upstream KRS dam during intense monsoons. "
"Tipu Sultan Death Place ",,,"https://www.google.com/maps/place/Tippu+Sultan's+Death+place/@12.4225723,76.6884682,16.91z/data=!4m6!3m5!1s0x3baf76ffd12471b3:0x4f9f96f4cc8cc4e9!8m2!3d12.4251144!4d76.6878533!16s%2Fg%2F1tfm9pcn?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=0ff0ff53-e248-42a5-a651-54f76d3d2337",,,Around the city,,,"Tipu Sultan, also known as ""Tiger of Mysore,"" died on May 4, 1799, during the Fourth Anglo-Mysore War when British forces besieged and captured his island-capital of Srirangapatna. The spot where his body was found is marked today by a simple stone tablet installed by Colonel Wellesley to demarcate where the illustrious ruler's mortal remains were discovered. On the day of his death, Tipu Sultan was having lunch when he received news that his commander Syed Gaffur had been killed, and he immediately rose, appointed Mohammed Cassim as Gaffur's replacement, and headed westward along the northern ramparts toward the breach where British forces were attacking. He managed to shoot several British soldiers but was soon forced to retreat eastward as the advancing columns overwhelmed his position - complaining of pain in his leg, he mounted his favorite white mare and rode eastward with a few servants, crossed a ditch, and tried entering through a sally port (now demolished) into the town. According to eyewitness accounts from his servants, a wounded and exhausted Tipu was being carried in a palanquin when a British soldier tried to snatch his jeweled sword belt, and with his remaining strength, Tipu lifted his sword and cut the soldier's knee - in retaliation, another soldier shot Tipu at his temple and he died instantly. The battle was so fierce at the arch where Tipu's body was found that at least 300 more dead soldiers lay there, making it impossible to identify who actually killed him. Major-General Sir David Baird and other British officers discovered Tipu's body several hours later after the capture of Srirangapatna, and according to Lieutenant Richard Bayly of the 12th Regiment and other British officers, they were struck by the bravery with which Tipu fought before breathing his last. There is historical confusion about the exact death spot because two plaques exist about 200 meters apart - one at the current stone marker near the extinct Hoally Gate (supported by most contemporary travelers' accounts from 1804 onwards including Lord Valentia, Dr. Francis Buchanan-Hamilton, and Constance Parsons) and another wall plaque at the Water Gate (Kalale Diddi) that wasn't mentioned in accounts before 1895 and wasn't visible in an 1895 photograph, suggesting it was installed between 1895-1921 based on local tradition rather than historical accuracy. The actual death site near the Hoally Gate was demolished to widen the road by 1804, causing this long-standing confusion. On the next day, Sunday, May 5, 1799, around 5 PM, the British allowed Tipu's body to be buried with full military honors at the Gumbaz mausoleum next to his father Hyder Ali's grave - his body was carried in a procession accompanied by European soldiers of the Grenadier division, with his son Abdul Khaliq as the chief mourner, followed by officials and people, and remarkably, a severe thunderstorm struck Srirangapatna at the exact moment his body was being buried. The site today is simple, marked with a stone tablet surrounded by greenery on the side of the main road from Masjid-e-Ala toward the Water Gate, maintained with a security guard present, and while there isn't much to see, it carries immense historical significance as the place where the Tiger of Mysore made his last stand defending his kingdom against overwhelming odds - a combined force of 60,000 British East India Company soldiers (4,000 Europeans and the rest Indians) against Tipu's mere 30,000 troops."
Tipu Sultan’s Summer palace,"Really good place a picnic. Large garden so kids can play. The muesum is great actually. ",,"https://www.google.com/maps/place/Tippu+Sultan's+Death+place/@12.4225723,76.6884682,16z/data=!4m6!3m5!1s0x3baf76ffd12471b3:0x4f9f96f4cc8cc4e9!8m2!3d12.4251144!4d76.6878533!16s%2Fg%2F1tfm9pcn?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D",,,Around the city,,9am - 5pm,"Daria Daulat Bagh, meaning ""Garden of the Wealth of the Sea"" in Persian. Construction was commenced by Tipu's father Hyder Ali in 1778 and completed by Tipu Sultan in 1784 at the height of the Kingdom of Mysore's power, designed as his favorite summer retreat and a place where he conducted administrative affairs and planned strategies to defeat the British forces. The palace is a stunning example of Indo-Saracenic architecture built almost entirely of teakwood - chosen for its durability, resistance to insects, and ability to withstand humidity - showcasing a commendable fusion of Deccani, Persian, Rajput, and local Karnataka architectural styles. The rectangular two-story structure (with a basement) is built on a raised square platform with open corridors along all four sides featuring wooden pillars at the edges of the plinth, while the western and eastern wings have walls and the other two wings have recessed bays with pillars supporting the roof, all designed with cusped arches optimized for ventilation and visual appeal in the subtropical climate. Four inconspicuous staircases are built into the four partition walls that divide the ground floor into four corner rooms with a central audience hall connecting the eastern and western corridors, while the upper floor has a large durbar hall where the Sultan held court, featuring intricate carvings and paintings on walls and ceilings along with a beautiful carved wooden staircase with finely carved railings. The palace's most spectacular feature is the extensive mural paintings covering the pillars, walls, canopies, arches, and corridors. The walls inside are painted with tiger stripes - Tipu's favorite design and emblem. After Tipu Sultan's death in the siege of 1799, the British initially looted the palace taking many valuable artifacts and manuscripts (the original ornately carved doors were removed and are now displayed at the Victoria and Albert Museum in London, replaced by present doors made of ebony and decorated with ivory gifted by Lord Dalhousie), then converted it into their administrative office, with the Duke of Wellington (Arthur Wellesley) himself living in the palace after the battle. Post-independence, the palace was handed over to the Archaeological Survey of India and declared a National Monument in 1959, now functioning as a museum displaying Tipu's memorabilia including his clothes, crown, Hyder Ali's silver vessels, war weapons, paintings, coins, rare sketches, block prints of prominent personalities and events, and most notably the famous oil painting ""Storming of Srirangapatnam"" by Sir Robert Ker Porter made in 1800 depicting the final fall of Srirangapatna on May 4, 1799, showing Tipu's men giving stiff resistance with many British officers visible and the palace and mosque minarets in the background. The palace is surrounded by beautiful landscaped gardens (the original cypress garden had different species of flowering trees and plants collected by Tipu from Persia, Ottoman Turkey, Kabul, and French Mauritius) and a small mosque called Masjid-E-Aksa is attached to the complex, testament to the Sultan's religious tolerance."
Gumbaz-e-Shahi,,,"https://www.google.com/maps/place/Gumbaz-e-Shahi/@12.4100205,76.703594,15z/data=!4m6!3m5!1s0x3baf76945bc7c3fd:0x469601c15424428e!8m2!3d12.4100205!4d76.7138937!16s%2Fg%2F11b909r410?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=a221399d-4ea5-47be-a86b-fcd364225eb4",,,Around the city,,9am - 6pm,"The Gumbaz (Gumbaz-e-Shahi) is an Indo-Islamic mausoleum in Srirangapatna, built by Tipu Sultan between 1782-1784 as the final resting place for his father Hyder Ali (who died in 1782) and mother Fakr-Un-Nisa. After Tipu's death during the Siege of Srirangapatna on May 4, 1799, the British allowed him to be buried there with full military honors the next day at 5 PM, with his son Abdul Khaliq as chief mourner and a severe thunderstorm striking during the burial. The structure uses Bijapur-style construction with a large dome placed on a cubical framework, supported by 36 highly polished black granite pillars described as smooth as mirrors, with an east-facing entrance and intricate latticework cut through stone. Inside, the walls are painted with tiger stripes (Tipu's signature), and three black marble tombs sit in the center - Hyder Ali in the middle, his wife to the east, and Tipu (identifiable by tiger-striped cloth) to the west. The original gold and silver carved doors were looted by the British and now sit in London's Victoria & Albert Museum, replaced by ebony doors with ivory decoration gifted by Lord Dalhousie. Over 100 family members are buried in the surrounding gardens, including seven of Tipu's sons, his sisters, daughters, chief generals, and nobles, with most inscriptions in Persian. The mausoleum originally stood in the Lal Bagh (Garden of Rubies), the largest garden in Mysore Kingdom covering one-third of the river island, featuring cypress trees and flowering plants collected from Persia, Ottoman Turkey, Kabul, and French Mauritius, though the British cut down many trees during their 1792 occupation to use as tent poles. "
Mahadevpura View Point,"Really beautiful spot. Good place to watch the sunset from. ",,"https://www.google.com/maps/place/Kaveri+Check+Dam/@12.386821,76.789954,15z/data=!4m6!3m5!1s0x3baf737d4298376b:0x57d8ea18f7338b5b!8m2!3d12.386821!4d76.789954!16s%2Fg%2F11gdzw935c?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=621601b4-e187-4e5d-9c7d-96438590f10f",,Sunset,"Around the city, View points",,,
"Karighatta ","I love this place. Its a sunper long walk up the hill. There is a temple on top. The foot of hills is right next to river stream. The hill is covered in eucalyptus trees and smells like vicks (if you are addicted to it like me, you’ll love it). Some wildlife too - birds, snakes etc etc. You can either walk/run around hill all the way up or walk up the steps (about 500 steps). Lot of local runners/cyclist use this hill on the weekend. ",,"https://www.google.com/maps/place/Karighatta+Peak/@12.424149,76.737684,14.07z/data=!4m6!3m5!1s0x3baf77bfa6553505:0xe603e6f502e47256!8m2!3d12.4253711!4d76.724274!16s%2Fg%2F11llhhw6d1?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=30b9c364-be01-44c0-b11b-ccfc998e6521",,Super early morning,"Around the city, Treks/trails",,,"according to legend, when Lord Vishnu took the form of Varaha (boar incarnation), he landed on this hill and shook his body, causing some of his hair to fall and grow into the sharp sacred Dharbe grass (Eragrostis cynosuroides) that covers the area and is used for all Hindu rituals instead of flowers as prasadam. Two major legends explain the hill's significance: one states that a wild elephant named Kari killed four maidens bathing in a lake, prompting Sage Kutsamuni to undertake rigorous penance until Lord Srinivasa brought them back to life, while another legend from the Ramayana says that Sugriva, the monkey king, brought this hill (then called Nilachala) from Tirumala (Thirupathi) to help build the bridge to Lanka to rescue Sita, but local Vishnu devotees pleaded with him to leave it here, which he did. And, the British placed their cannons here during the Siege of Srirangapatna in 1799, using it as a strategic military position to store weapons."
Kuntibetta,"Love this view. It’s such a good morning trek. The rocky get slippery during monsoons. Take a friend with you if you are not so confident. ",,"https://www.google.com/maps/place/Kuntibetta+trek+starting+point/@12.5043332,76.6809887,15.33z/data=!4m6!3m5!1s0x3baf9daf24215dff:0x63ad829cf33f2b35!8m2!3d12.506393!4d76.6929173!16s%2Fg%2F11fzzzc_2m?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=c67f0a6e-15f6-4680-9de1-b560889abea9",,,"Around the city, Treks/trails",,,"The hills derive their name from ancient Mahabharata legend, as it's believed that the five Pandava brothers and their mother Kunti concluded their 12-year exile (vanavasa) at this location, with Kunti spending so much time on this hillock that it became her favorite haunt, earning the town and hills the names Pandavapura (""Town of Pandavas"") and Kunti Betta respectively. At the summit of the hill, you'll find utensil-shaped rocks and a rock pestle, which according to legend were used by Kunti to cook and grind food during their exile, giving the hill its alternate name Onake Betta (""Pestle Hill"" in Kannada, as ""onake"" means pestle), plus a small pond at the top called Kunti Kola (Kunti's pond) and giant footprint-like formations called Bheemana Pada (Bheema's footprint). The hill also has historical significance from the 18th century when it served as a camping ground for the French army regiment that came to assist rulers Hyder Ali and Tipu Sultan in their war against the British during Tipu Sultan's rule of the Mysore Kingdom, earning it the alternate name ""French Rocks.”"
"JSS Ashram ","I go here all the time. The kalayani is one the best i’ve ever seen. They host moonlight music on full moon days through out the year and its beautiful. Its open to everyone. ",,"https://www.google.com/maps/place/Sri+Suttur+Math/@12.285802,76.6630528,18z/data=!4m6!3m5!1s0x3baf6fe0b78fe119:0xd88babff5d40d484!8m2!3d12.2867269!4d76.6630571!16s%2Fg%2F1vfzcmc2?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=627964f8-74e6-45d2-ba25-76d81cb7412e",,Anytime.,Around the city,,,
"Chamundi Hill Park ","Lots of peacocks and porcupines. There is almost no one ever in this park except for watchman. Its a good place to run because its super green and a little uphill-ly. Good view of the city too. ",,"https://www.google.com/maps/place/Alanahalli+Forest+Tree+Park+%E0%B2%86%E0%B2%B2%E0%B2%A8%E0%B2%B9%E0%B2%B3%E0%B3%8D%E0%B2%B3%E0%B2%BF+%E0%B2%85%E0%B2%B0%E0%B2%A3%E0%B3%8D%E0%B2%AF+%E0%B2%89%E0%B2%A6%E0%B3%8D%E0%B2%AF%E0%B2%BE%E0%B2%A8%E0%B2%B5%E0%B2%A8/@12.2937856,76.6883651,14.84z/data=!4m6!3m5!1s0x3baf6f69845ec7ab:0xcc0c844658a3a0d!8m2!3d12.2889054!4d76.6989275!16s%2Fg%2F11qpp47n0q?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=61c72c5d-4130-4f9c-8f6d-0b7866a91c99",,Sunset,"Around the city, Treks/trails",,,
The village,,,"https://www.google.com/maps/place/The+Village+,+Mysore/@12.2819596,76.6590735,16z/data=!4m9!3m8!1s0x3baf6fe5d825ac07:0xb927cd687174266e!5m2!4m1!1i2!8m2!3d12.2822205!4d76.6589941!16s%2Fg%2F1tcx5g6q?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=5802c552-6059-43b6-a4c2-86297d4c00e2",,,Stays,,,
Bungalow Bliss,,,"https://www.google.com/maps/place/Bungalow+Bliss/@12.3277692,76.6294406,17z/data=!4m9!3m8!1s0x3baf7b0064453189:0xcd110a027a58d053!5m2!4m1!1i2!8m2!3d12.325712!4d76.6246449!16s%2Fg%2F11wvw0str8?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=afd14325-4ba6-45b5-a253-09e870155eca",,,Stays,,,
Shambhala Heritage,,,"https://www.google.com/maps/place/Shambhala+Heritage/@12.3275254,76.6317565,17z/data=!4m9!3m8!1s0x3baf7b0077e240d7:0xff6ca771c7582ce8!5m2!4m1!1i2!8m2!3d12.327764!4d76.6320155!16s%2Fg%2F11y33w_d4j?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=da9264b1-e8d7-47e3-8c44-47e330b6960c",,,Stays,,,
Oriole Resort ,,,"https://www.google.com/maps/place/Oriole+Resort+Mysore+By+Emerge+Hotels+%26+Resorts/@12.2911756,76.6698258,17z/data=!4m9!3m8!1s0x3baf6fb3bdbb8575:0xe9d23c09e866a957!5m2!4m1!1i2!8m2!3d12.2911597!4d76.6697625!16s%2Fg%2F11pzy70p3_?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=2b1bffec-9f0c-40be-820b-b2f366d5da93",,,Stays,,,
Ivaana Resorts,,,"https://www.google.com/maps/place/Ivaana+Resorts+-+Nature+Resort+in+Mysuru/@12.2885341,76.6918588,17z/data=!3m1!4b1!4m9!3m8!1s0x3baf6f8844b61fd9:0xa16efdc1e64b18e8!5m2!4m1!1i2!8m2!3d12.2885289!4d76.6944337!16s%2Fg%2F11p0h01pgt?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=6ed4975e-e2d7-4221-9986-9fa254b7c8ce",,,Stays,,,
Roambay,,,"https://www.google.com/maps/place/Roambay/@12.2997031,76.5687147,13z/data=!4m10!3m9!1s0x3baf71450a83ce97:0xb6b153c2bcc06185!5m2!4m1!1i2!8m2!3d12.2997031!4d76.6449324!15sChFob3N0ZWxzIGluIG15c29yZVoTIhFob3N0ZWxzIGluIG15c29yZZIBBmhvc3RlbOABAA!16s%2Fg%2F11hz329cxj?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=785c5572-9f60-44a6-a9c5-19961a281a7b",,,"Hostels, Stays",,,
Rahees Bi Roambay,,,"https://www.google.com/maps/place/Rahees+Bi+Roambay/@12.293436,76.5664071,13z/data=!4m10!3m9!1s0x3baf71437fede0ab:0x4f1f2e45102d0671!5m2!4m1!1i2!8m2!3d12.293436!4d76.6426248!15sChFob3N0ZWxzIGluIG15c29yZZIBBmhvc3RlbOABAA!16s%2Fg%2F11k3rt9knm?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=943fc75a-7237-4452-8ad5-d02c4ce28b29",,,"Hostels, Stays",,,
XPLOREST,,,"https://www.google.com/maps/place/XPLOREST/@12.299582,76.5686083,13z/data=!4m10!3m9!1s0x3baf71bdd6f01ee9:0xd71a16533a2fefda!5m2!4m1!1i2!8m2!3d12.299582!4d76.644826!15sChFob3N0ZWxzIGluIG15c29yZZIBBmhvc3RlbOABAA!16s%2Fg%2F11l2np20s3?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=20ffd725-e86a-4acf-b00a-b0a1f13c9db9",,,"Hostels, Stays",,,
Roambay Gokulam,,,"https://www.google.com/maps/place/Roambay/@12.2997031,76.5687147,13z/data=!4m10!3m9!1s0x3baf71450a83ce97:0xb6b153c2bcc06185!5m2!4m1!1i2!8m2!3d12.2997031!4d76.6449324!15sChFob3N0ZWxzIGluIG15c29yZVoTIhFob3N0ZWxzIGluIG15c29yZZIBBmhvc3RlbOABAA!16s%2Fg%2F11hz329cxj?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=785c5572-9f60-44a6-a9c5-19961a281a7b",,,"Hostels, Stays",,,
Palace Hostel by Borrbo ,,,"https://www.google.com/maps/place/Palace+Hostel+by+Borrbo+Mysore/@12.3353601,76.5519929,13z/data=!4m11!3m10!1s0x3baf7bdc4c6d44eb:0xf167847ec652edd8!5m3!1s2025-12-06!4m1!1i2!8m2!3d12.3353601!4d76.6282106!15sChxiYWNrcGFja2VyIGhvc3RlbHMgaW4gbXlzb3JlkgEGaG9zdGVs4AEA!16s%2Fg%2F11l30d_3zy?entry=tts&g_ep=EgoyMDI1MTEyMy4xIPu8ASoASAFQAw%3D%3D&skid=342e0b8e-124f-4792-8b63-e2361c0c3e3e",,,"Hostels, Stays",,,
